,dttl,swin,dwin,tcprtt,synack,ackdat,label,proto_tcp,proto_udp,service_dns,state_FIN,attack_cat_DoS,attack_cat_Exploits,attack_cat_Normal
2181,0.9921259842519685,1.0,1.0,0.049551821893309325,0.04778952496954932,0.03465090329697955,2,1.0,0.0,0.0,1.0,1,0,0
2185,0.9921259842519685,1.0,1.0,0.07084380379177059,0.13034250913520096,0.027193357587912314,3,1.0,0.0,0.0,1.0,0,1,0
2186,0.9921259842519685,1.0,1.0,0.03561140992633001,0.016222168087697927,0.0314326422814753,3,1.0,0.0,0.0,1.0,0,1,0
2188,0.9921259842519685,1.0,1.0,0.1429400376466926,0.2879200974421437,0.04588427040695588,3,1.0,0.0,0.0,1.0,0,1,0
2189,0.9921259842519685,1.0,1.0,0.06143548475818775,0.0880409257003654,0.032587087210449554,3,1.0,0.0,0.0,1.0,0,1,0
2190,0.9921259842519685,1.0,1.0,0.061550866638670904,0.07646285018270402,0.03687974040437875,3,1.0,0.0,0.0,1.0,0,1,0
2194,0.9921259842519685,1.0,1.0,0.07299782250241832,0.08386455542021924,0.04619535258672205,2,1.0,0.0,0.0,1.0,1,0,0
2199,0.9921259842519685,1.0,1.0,0.13154138117477537,0.14469378806333738,0.0855602393436798,3,1.0,0.0,0.0,1.0,0,1,0
2207,0.9921259842519685,1.0,1.0,0.05474601898971088,0.04325261875761266,0.041722931812611955,3,1.0,0.0,0.0,1.0,0,1,0
2209,0.9921259842519685,1.0,1.0,0.0719902435228503,0.11877807551766138,0.032560402960266445,3,1.0,0.0,0.0,1.0,0,1,0
2210,0.9921259842519685,1.0,1.0,0.03688798968539655,0.014456516443361753,0.033405170143694686,3,1.0,0.0,0.0,1.0,0,1,0
2213,0.9921259842519685,1.0,1.0,0.0461782435389501,0.015228258221680875,0.042852096925623265,2,1.0,0.0,0.0,1.0,1,0,0
2214,0.9921259842519685,1.0,1.0,0.03511835363473048,0.013242387332521314,0.03199020266688014,2,1.0,0.0,0.0,1.0,1,0,0
2218,0.9921259842519685,1.0,1.0,0.023520462171513823,0.05109281364190012,0.00621111033867229,7,1.0,0.0,0.0,1.0,0,0,0
2220,0.9921259842519685,1.0,1.0,0.03489899389683518,0.013372959805115712,0.03171352912550796,3,1.0,0.0,0.0,1.0,0,1,0
2225,0.9921259842519685,1.0,1.0,0.03603268795507083,0.01467088915956151,0.032432599446231586,3,1.0,0.0,0.0,1.0,0,1,0
2229,0.9921259842519685,1.0,1.0,0.03552822764040029,0.015849939098660167,0.03147969082785077,3,1.0,0.0,0.0,1.0,0,1,0
2238,0.9921259842519685,1.0,1.0,0.040868664562065386,0.01951961023142509,0.0357477664229271,3,1.0,0.0,0.0,1.0,0,1,0
2242,0.9921259842519685,1.0,1.0,0.04798544578326184,0.011930816077953713,0.04593202117044143,3,1.0,0.0,0.0,1.0,0,1,0
2243,0.9921259842519685,1.0,1.0,0.034561568978910606,0.01384652862362972,0.031189675161387043,3,1.0,0.0,0.0,1.0,0,1,0
2247,0.9921259842519685,1.0,1.0,0.037310609363910424,0.016775639464068206,0.03301192856204895,3,1.0,0.0,0.0,1.0,0,1,0
2250,0.9921259842519685,1.0,1.0,0.0363587088499244,0.01564531059683313,0.032422768406690436,3,1.0,0.0,0.0,1.0,0,1,0
2251,0.9921259842519685,1.0,1.0,0.035283376556816855,0.011256516443361753,0.03287850731113344,3,1.0,0.0,0.0,1.0,0,1,0
2255,0.9921259842519685,1.0,1.0,0.033669371879825744,0.012486236297198538,0.030745873947815434,3,1.0,0.0,0.0,1.0,0,1,0
2256,0.9921259842519685,1.0,1.0,0.03483727800727442,0.05004043848964677,0.018436710225194004,3,1.0,0.0,0.0,1.0,0,1,0
2259,0.9921259842519685,1.0,1.0,0.03663039292896903,0.05972813641900122,0.016823015306226347,3,1.0,0.0,0.0,1.0,0,1,0
2260,0.9921259842519685,1.0,1.0,0.03434355089078837,0.01531400730816078,0.030432685116719014,3,1.0,0.0,0.0,1.0,0,1,0
2262,0.9921259842519685,1.0,1.0,0.014882920932553924,0.022518879415347134,0.007465270097278136,3,1.0,0.0,0.0,1.0,0,1,0
2263,0.9921259842519685,1.0,1.0,0.03424963540667417,0.012829232643118148,0.0312297015366617,3,1.0,0.0,0.0,1.0,0,1,0
2266,0.9921259842519685,1.0,1.0,0.03620576077579556,0.01349768574908648,0.03303650616090181,3,1.0,0.0,0.0,1.0,0,1,0
2269,0.9921259842519685,1.0,1.0,0.05455349224727679,0.06909037758830693,0.032211401056555865,3,1.0,0.0,0.0,1.0,0,1,0
2273,0.9921259842519685,1.0,1.0,0.036626367979649854,0.016206577344701583,0.0325007145059095,3,1.0,0.0,0.0,1.0,0,1,0
2280,0.9921259842519685,1.0,1.0,0.034378433784887925,0.012622655298416564,0.031438962235466036,3,1.0,0.0,0.0,1.0,0,1,0
2292,0.9921259842519685,1.0,1.0,0.04469504971483234,0.04669622411693057,0.02996079521874414,3,1.0,0.0,0.0,1.0,0,1,0
2295,0.9921259842519685,1.0,1.0,0.14901905276842722,0.22539147381242386,0.07477839783548597,4,1.0,0.0,0.0,1.0,0,0,0
2303,0.9921259842519685,1.0,1.0,0.05362171647988666,0.05949427527405602,0.03469373854069453,3,1.0,0.0,0.0,1.0,0,1,0
2304,0.9921259842519685,1.0,1.0,0.0480203286773614,0.0528993909866017,0.031206528372029006,3,1.0,0.0,0.0,1.0,0,1,0
2306,0.9921259842519685,1.0,1.0,0.06292404518139776,0.05025286236297198,0.04776129674220416,3,1.0,0.0,0.0,1.0,0,1,0
2314,0.9921259842519685,1.0,1.0,0.02964777668507857,0.034706942752740555,0.018529402883724785,3,1.0,0.0,0.0,1.0,0,1,0
2325,0.9921259842519685,1.0,1.0,0.04392628439486899,0.03083848964677223,0.03486999503532503,3,1.0,0.0,0.0,1.0,0,1,0
2327,0.9921259842519685,1.0,1.0,0.09988985055363178,0.12193325213154688,0.06062872306734051,3,1.0,0.0,0.0,1.0,0,1,0
2329,0.9921259842519685,1.0,1.0,0.05211906873405952,0.026927161997563943,0.044855522340686245,3,1.0,0.0,0.0,1.0,0,1,0
2335,0.9921259842519685,1.0,1.0,0.05818600900783657,0.07581193666260656,0.0335919598949764,3,1.0,0.0,0.0,1.0,0,1,0
2342,0.9921259842519685,1.0,1.0,0.03450387803866903,0.013904993909866015,0.031108217976617572,2,1.0,0.0,0.0,1.0,1,0,0
2344,0.9921259842519685,1.0,1.0,0.03461188084540036,0.013107917174177832,0.031508481729364116,7,1.0,0.0,0.0,1.0,0,0,0
2347,0.9921259842519685,1.0,1.0,0.03706508745544045,0.01884141291108404,0.03201056696307251,3,1.0,0.0,0.0,1.0,0,1,0
2352,0.9921259842519685,1.0,1.0,0.03516061560258187,0.01376272838002436,0.03184695037642348,3,1.0,0.0,0.0,1.0,0,1,0
2353,0.9921259842519685,1.0,1.0,0.06944647555312866,0.14712399512789281,0.019683847812699034,3,1.0,0.0,0.0,1.0,0,1,0
2355,0.9921259842519685,1.0,1.0,0.03991408074853324,0.03141339829476249,0.030462880452452528,7,1.0,0.0,0.0,1.0,0,0,0
2356,0.9921259842519685,1.0,1.0,0.08384103596828876,0.10126382460414128,0.05127659559527295,2,1.0,0.0,0.0,1.0,1,0,0
2358,0.9921259842519685,1.0,1.0,0.035998475885857806,0.01674640682095006,0.03164892515138045,3,1.0,0.0,0.0,1.0,0,1,0
2359,0.9921259842519685,1.0,1.0,0.0710074850640839,0.06997904993909866,0.049115171330441604,3,1.0,0.0,0.0,1.0,0,1,0
2360,0.9921259842519685,1.0,1.0,0.07011461714011251,0.0819429963459196,0.0438696095181316,3,1.0,0.0,0.0,1.0,0,1,0
2363,0.9921259842519685,1.0,1.0,0.057264966438630924,0.05296565164433617,0.0408599069843216,3,1.0,0.0,0.0,1.0,0,1,0
2371,0.9921259842519685,1.0,1.0,0.03410205393163757,0.011344214372716198,0.03161030321032596,2,1.0,0.0,0.0,1.0,1,0,0
2374,0.9921259842519685,1.0,1.0,0.03611989519031973,0.015847990255785628,0.03209974853605288,3,1.0,0.0,0.0,1.0,0,1,0
2375,0.9921259842519685,1.0,1.0,0.0346689009607554,0.012279658952496953,0.03186661245550576,7,1.0,0.0,0.0,1.0,0,0,0
2379,0.9921259842519685,1.0,1.0,0.037061062506121276,0.01763702801461632,0.03244032383444248,3,1.0,0.0,0.0,1.0,0,1,0
2382,0.9921259842519685,1.0,1.0,0.05097799560207204,0.048003897685749086,0.036066572990904176,2,1.0,0.0,0.0,1.0,1,0,0
2384,0.9921259842519685,1.0,1.0,0.03690140618312714,0.017855298416565163,0.0321945478459139,3,1.0,0.0,0.0,1.0,0,1,0
2388,0.9921259842519685,1.0,1.0,0.03528136408215726,0.014972959805115711,0.031537272630877466,2,1.0,0.0,0.0,1.0,1,0,0
2391,0.9921259842519685,1.0,1.0,0.042715445474682395,0.026609500609013396,0.03512630428050483,2,1.0,0.0,0.0,1.0,1,0,0
2397,0.9921259842519685,1.0,1.0,0.03575697892670701,0.012751278928136418,0.03283567206741846,3,1.0,0.0,0.0,1.0,0,1,0
2400,0.9921259842519685,1.0,1.0,0.1315628475711443,0.16623629719853836,0.07782040235635973,4,1.0,0.0,0.0,1.0,0,0,0
2401,0.9921259842519685,1.0,1.0,0.03406582938776496,0.013111814859926917,0.030935472567537484,3,1.0,0.0,0.0,1.0,0,1,0
2406,0.9921259842519685,1.0,1.0,0.11527320685153705,0.07422752740560291,0.09392153847342213,7,1.0,0.0,0.0,1.0,0,0,0
2413,0.9921259842519685,1.0,1.0,0.10644582216968916,0.07912886723507917,0.08291498749000217,3,1.0,0.0,0.0,1.0,0,1,0
2417,0.9921259842519685,1.0,1.0,0.14277300224994666,0.33059390986601705,0.030332970287087417,3,1.0,0.0,0.0,1.0,0,1,0
2419,0.9921259842519685,1.0,1.0,0.1001139060657328,0.09883751522533495,0.06918523855368555,3,1.0,0.0,0.0,1.0,0,1,0
2421,0.9921259842519685,1.0,1.0,0.04439116604123426,0.03045066991473812,0.03549637269751787,3,1.0,0.0,0.0,1.0,0,1,0
2425,0.9921259842519685,1.0,1.0,0.05100684107219283,0.043769062119366625,0.03762268610684514,3,1.0,0.0,0.0,1.0,0,1,0
2426,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,1.0,1.0,0.0,1,0,0
2429,0.9921259842519685,1.0,1.0,0.03474336252316022,0.012712302070645554,0.0317886663562867,3,1.0,0.0,0.0,1.0,0,1,0
2431,0.9921259842519685,1.0,1.0,0.022498125044442145,0.040001948842874537,0.009137249036382569,3,1.0,0.0,0.0,1.0,0,1,0
2432,0.9921259842519685,1.0,1.0,0.0377352415170839,0.014645554202192447,0.0342239552940499,3,1.0,0.0,0.0,1.0,0,1,0
2434,0.9921259842519685,1.0,1.0,0.033545269275817705,0.013207308160779536,0.03035614345172011,3,1.0,0.0,0.0,1.0,0,1,0
2435,0.9921259842519685,1.0,1.0,0.03849595693840888,0.021585383678440925,0.03251967436788171,3,1.0,0.0,0.0,1.0,0,1,0
2437,0.9921259842519685,1.0,1.0,0.08126305592935408,0.123515712545676,0.040560060278316726,4,1.0,0.0,0.0,1.0,0,0,0
2441,0.9921259842519685,1.0,1.0,0.03432342614419247,0.011716443361753958,0.03170791138862731,3,1.0,0.0,0.0,1.0,0,1,0
2445,0.9921259842519685,1.0,1.0,0.04673301572011039,0.10721559074299634,0.01028748066269633,3,1.0,0.0,0.0,1.0,0,1,0
2447,0.9921259842519685,1.0,1.0,0.0609464534159074,0.08919464068209501,0.03165945840803167,3,1.0,0.0,0.0,1.0,0,1,0
2450,0.9921259842519685,1.0,1.0,0.03533301759842007,0.012850669914738122,0.03235605778123268,3,1.0,0.0,0.0,1.0,0,1,0
2453,0.9921259842519685,1.0,1.0,0.060473521870903775,0.08912643118148598,0.031188972944276964,3,1.0,0.0,0.0,1.0,0,1,0
2454,0.9921259842519685,1.0,1.0,0.060042181468865,0.11786796589524969,0.020381149403010123,3,1.0,0.0,0.0,1.0,0,1,0
2457,0.9921259842519685,1.0,1.0,0.03648683640325162,0.01574859926918392,0.03251967436788171,3,1.0,0.0,0.0,1.0,0,1,0
2458,0.9921259842519685,1.0,1.0,0.04679607325944421,0.03090864799025578,0.037848800016291435,3,1.0,0.0,0.0,1.0,0,1,0
2460,0.9921259842519685,1.0,1.0,0.09043323212821879,0.17525943970767355,0.031514801683354854,2,1.0,0.0,0.0,1.0,1,0,0
2466,0.9921259842519685,1.0,1.0,0.049377407422811534,0.03495249695493301,0.03909383095246622,3,1.0,0.0,0.0,1.0,0,1,0
2472,0.9921259842519685,1.0,1.0,0.04364319629275335,0.026132034104750304,0.03626951373571778,3,1.0,0.0,0.0,1.0,0,1,0
2477,0.9921259842519685,1.0,1.0,0.037250235124122726,0.012108160779537148,0.034630539000787185,3,1.0,0.0,0.0,1.0,0,1,0
2479,0.9921259842519685,1.0,1.0,0.03342384997135578,0.012156881851400729,0.03060753717712935,3,1.0,0.0,0.0,1.0,0,1,0
2484,0.9921259842519685,1.0,1.0,0.03530819707761846,0.012098416565164433,0.03260113155265119,3,1.0,0.0,0.0,1.0,0,1,0
2489,0.9921259842519685,1.0,1.0,0.042571888948964985,0.01278830694275274,0.0399561535636465,2,1.0,0.0,0.0,1.0,1,0,0
2491,0.9921259842519685,1.0,1.0,0.06338288940378425,0.06050572472594397,0.04454724902936039,3,1.0,0.0,0.0,1.0,0,1,0
2493,0.9921259842519685,1.0,1.0,0.03490301884615436,0.013355420219244822,0.03172406238215919,3,1.0,0.0,0.0,1.0,0,1,0
2494,0.9921259842519685,1.0,1.0,0.06143011815909551,0.06351668696711328,0.041418169586836515,2,1.0,0.0,0.0,1.0,1,0,0
2496,0.9921259842519685,1.0,1.0,0.034556202379818365,0.011233130328867235,0.0321257305691259,3,1.0,0.0,0.0,1.0,0,1,0
2500,0.9921259842519685,1.0,1.0,0.0349821761827649,0.012575883069427527,0.03208781084518149,3,1.0,0.0,0.0,1.0,0,1,0
2501,0.9921259842519685,1.0,1.0,0.0669718025467196,0.09703873325213154,0.03514034862270647,3,1.0,0.0,0.0,1.0,0,1,0
2504,0.9921259842519685,1.0,1.0,0.08496399682833992,0.11952838002436052,0.04587092828186433,3,1.0,0.0,0.0,1.0,0,1,0
2505,0.9921259842519685,1.0,1.0,0.03450387803866903,0.013326187576126674,0.031316776458311824,3,1.0,0.0,0.0,1.0,0,1,0
2515,0.9921259842519685,1.0,1.0,0.03742532041950705,0.021127405602923262,0.03156395688106057,3,1.0,0.0,0.0,1.0,0,1,0
2518,0.9921259842519685,1.0,1.0,0.014882920932553924,0.022518879415347134,0.007465270097278136,3,1.0,0.0,0.0,1.0,0,1,0
2519,0.9921259842519685,1.0,1.0,0.03743471196791847,0.057638976857490865,0.0184177503632218,3,1.0,0.0,0.0,1.0,0,1,0
2521,0.9921259842519685,1.0,1.0,0.05296564974086034,0.10233568818514006,0.01857013147610952,3,1.0,0.0,0.0,1.0,0,1,0
2528,0.9921259842519685,1.0,1.0,0.05027698359564822,0.03549427527405603,0.039840287740483024,3,1.0,0.0,0.0,1.0,0,1,0
2538,0.9921259842519685,1.0,1.0,0.03922715606472655,0.02482630937880633,0.03211730396380492,3,1.0,0.0,0.0,1.0,0,1,0
2539,0.9921259842519685,1.0,1.0,0.04046751127992046,0.0267537149817296,0.032721210678475145,3,1.0,0.0,0.0,1.0,0,1,0
2543,0.9921259842519685,1.0,1.0,0.03489228564796988,0.015089890377588306,0.0310878536804252,3,1.0,0.0,0.0,1.0,0,1,0
2548,0.9921259842519685,1.0,1.0,0.036580081062479286,0.014452618757612666,0.033084256924387365,7,1.0,0.0,0.0,1.0,0,0,0
2554,0.9921259842519685,1.0,1.0,0.11289982840299402,0.1256711327649208,0.07290066928312762,3,1.0,0.0,0.0,1.0,0,1,0
2556,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,1.0,0.0,0.0,1,0,0
2559,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,1.0,1.0,0.0,1,0,0
2569,0.9921259842519685,1.0,1.0,0.08035408820810598,0.13808915956151036,0.034357376544965415,3,1.0,0.0,0.0,1.0,0,1,0
2573,0.9921259842519685,1.0,1.0,0.03512573270848231,0.014002436053593179,0.03172406238215919,3,1.0,0.0,0.0,1.0,0,1,0
2582,0.9921259842519685,1.0,1.0,0.07270333037723166,0.09674640682095005,0.04124542417775642,3,1.0,0.0,0.0,1.0,0,1,0
2586,0.9921259842519685,1.0,1.0,0.03375523746530158,0.01219975639464068,0.030938983653087893,3,1.0,0.0,0.0,1.0,0,1,0
2590,0.9921259842519685,1.0,1.0,0.049300262560860585,0.0270694275274056,0.04185354419508715,3,1.0,0.0,0.0,1.0,0,1,0
2593,0.9921259842519685,1.0,1.0,0.017798325889413175,0.01977880633373934,0.011504422914467849,3,1.0,0.0,0.0,1.0,0,1,0
2595,0.9921259842519685,1.0,1.0,0.0986548619375301,0.16182411693057247,0.04496225934141866,3,1.0,0.0,0.0,1.0,0,1,0
2602,0.9921259842519685,1.0,1.0,0.04630771274205039,0.10750596833130327,0.009737644665502391,2,1.0,0.0,0.0,1.0,1,0,0
2605,0.9921259842519685,1.0,1.0,0.043725707753796535,0.04924920828258221,0.028026187080469164,3,1.0,0.0,0.0,1.0,0,1,0
2620,0.9921259842519685,1.0,1.0,0.034350259139653665,0.012324482338611447,0.031516908334685095,3,1.0,0.0,0.0,1.0,0,1,0
2624,0.9921259842519685,1.0,1.0,0.06927273190751738,0.10850377588306942,0.033417810051676156,3,1.0,0.0,0.0,1.0,0,1,0
2627,0.9921259842519685,1.0,1.0,0.04264299638693716,0.009814372716199756,0.04110217188729977,3,1.0,0.0,0.0,1.0,0,1,0
2630,0.9921259842519685,1.0,1.0,0.0869845213865682,0.16060609013398294,0.03318467397112904,3,1.0,0.0,0.0,1.0,0,1,0
2631,0.9921259842519685,1.0,1.0,0.04620105158509212,0.0430557856272838,0.03284901419251001,3,1.0,0.0,0.0,1.0,0,1,0
2635,0.9921259842519685,1.0,1.0,0.06778014653498822,0.053762728380024355,0.051579953386828234,3,1.0,0.0,0.0,1.0,0,1,0
2640,0.9921259842519685,1.0,1.0,0.03552286104130806,0.011642387332521315,0.032990159831636424,2,1.0,0.0,0.0,1.0,1,0,0
2642,0.9921259842519685,1.0,1.0,0.03978259907077337,0.07774908647990256,0.013629331889574953,3,1.0,0.0,0.0,1.0,0,1,0
2643,0.9921259842519685,1.0,1.0,0.03422615653564562,0.011823629719853837,0.03156746796661098,3,1.0,0.0,0.0,1.0,0,1,0
2646,0.9921259842519685,1.0,1.0,0.04163944235668832,0.06282095006090134,0.020952051913506513,1,1.0,0.0,0.0,1.0,0,0,0
2649,0.9921259842519685,1.0,1.0,0.0609464534159074,0.08919464068209501,0.03165945840803167,3,1.0,0.0,0.0,1.0,0,1,0
2650,0.9921259842519685,1.0,1.0,0.04770638263046537,0.05355420219244823,0.03064194581552335,2,1.0,0.0,0.0,1.0,1,0,0
2657,0.9921259842519685,1.0,1.0,0.03429122654963902,0.012762971985383677,0.03129711437922954,3,1.0,0.0,0.0,1.0,0,1,0
2662,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,1.0,0.0,0.0,0,0,0
2667,0.9921259842519685,1.0,1.0,0.044417328211808924,0.08967210718635808,0.014184785623649547,3,1.0,0.0,0.0,1.0,0,1,0
2674,0.9921259842519685,1.0,1.0,0.09001664987368367,0.08444725943970767,0.06380063775357937,3,1.0,0.0,0.0,1.0,0,1,0
2687,0.9921259842519685,1.0,1.0,0.06982549161401809,0.09035030450669913,0.04053758933079411,3,1.0,0.0,0.0,1.0,0,1,0
2689,0.9921259842519685,1.0,1.0,0.05994893680963734,0.048578806333739344,0.045250168356552135,3,1.0,0.0,0.0,1.0,0,1,0
2690,0.9921259842519685,1.0,1.0,0.05492378758464133,0.09904993909866017,0.021803841268035567,3,1.0,0.0,0.0,1.0,0,1,0
2691,0.9921259842519685,1.0,1.0,0.0206728105281941,0.026523751522533494,0.012083049813175137,7,1.0,0.0,0.0,1.0,0,0,0
2693,0.9921259842519685,1.0,1.0,0.0449828335911537,0.08608623629719853,0.016068834129998644,3,1.0,0.0,0.0,1.0,0,1,0
2697,0.9921259842519685,1.0,1.0,0.09960676245151613,0.10589427527405602,0.06611163426285811,4,1.0,0.0,0.0,1.0,0,0,0
2698,0.9921259842519685,1.0,1.0,0.05008110272878147,0.0760068209500609,0.025037551059961614,3,1.0,0.0,0.0,1.0,0,1,0
2699,0.9921259842519685,1.0,1.0,0.034799040988742216,0.010882338611449452,0.032506332242790155,3,1.0,0.0,0.0,1.0,0,1,0
2703,0.9921259842519685,1.0,1.0,0.08831879208587631,0.12595761266747865,0.04706610180322331,3,1.0,0.0,0.0,1.0,0,1,0
2706,0.9921259842519685,1.0,1.0,0.039829556812830465,0.01898562728380024,0.03485243960757299,3,1.0,0.0,0.0,1.0,0,1,0
2710,0.9921259842519685,1.0,1.0,0.07431666422933624,0.11386699147381242,0.03676527901543543,3,1.0,0.0,0.0,1.0,0,1,0
2712,0.9921259842519685,1.0,1.0,0.061970803017638666,0.13176516443361755,0.017392513382502573,2,1.0,0.0,0.0,1.0,1,0,0
2715,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,1.0,1.0,0.0,0,0,0
2721,0.9921259842519685,1.0,1.0,0.049347891127804216,0.04943239951278927,0.03384546027171589,3,1.0,0.0,0.0,1.0,0,1,0
2737,0.9921259842519685,1.0,1.0,0.062192175230193554,0.13079853836784408,0.017972544715430024,2,1.0,0.0,0.0,1.0,1,0,0
2741,0.9921259842519685,1.0,1.0,0.0716991055220963,0.10135152253349572,0.03853486613284122,3,1.0,0.0,0.0,1.0,0,1,0
2745,0.9921259842519685,1.0,1.0,0.0716991055220963,0.10135152253349572,0.03853486613284122,3,1.0,0.0,0.0,1.0,0,1,0
2747,0.9921259842519685,1.0,1.0,0.10008438977072547,0.13215493300852618,0.05714923728688588,4,1.0,0.0,0.0,1.0,0,0,0
2750,0.9921259842519685,1.0,1.0,0.045113644444027046,0.032596345919610234,0.03547951948687591,2,1.0,0.0,0.0,1.0,1,0,0
2751,0.9921259842519685,1.0,1.0,0.06853348288256136,0.08238148599269182,0.042056484939900746,3,1.0,0.0,0.0,1.0,0,1,0
2754,0.9921259842519685,1.0,1.0,0.05277781877263195,0.1037797807551766,0.01785316780671614,3,1.0,0.0,0.0,1.0,0,1,0
2759,0.9921259842519685,1.0,1.0,0.0899857919289033,0.15735931790499388,0.03749628702703044,7,1.0,0.0,0.0,1.0,0,0,0
2761,0.9921259842519685,1.0,1.0,0.04602261216527515,0.03914056029232643,0.034072978615382346,3,1.0,0.0,0.0,1.0,0,1,0
2763,0.9921259842519685,1.0,1.0,0.08267715479015926,0.07385140073081607,0.059935634779689904,3,1.0,0.0,0.0,1.0,0,1,0
2766,0.9921259842519685,1.0,1.0,0.050425235895571345,0.07688185140073081,0.025082492955006842,2,1.0,0.0,0.0,1.0,1,0,0
2769,0.9921259842519685,1.0,1.0,0.058541546197697455,0.03642582216808769,0.04815594275807005,3,1.0,0.0,0.0,1.0,0,1,0
2770,0.9921259842519685,1.0,1.0,0.07076934222936576,0.13773447015834347,0.02445190199015351,3,1.0,0.0,0.0,1.0,0,1,0
2772,0.9921259842519685,1.0,1.0,0.04036890002160056,0.061973203410475027,0.01992751714989737,1,1.0,0.0,0.0,1.0,0,0,0
2774,0.9921259842519685,1.0,1.0,0.1633150019252674,0.2249159561510353,0.08991468764329616,7,1.0,0.0,0.0,1.0,0,0,0
2775,0.9921259842519685,1.0,1.0,0.03651970682269159,0.01738952496954933,0.031962816199586956,3,1.0,0.0,0.0,1.0,0,1,0
2779,0.9921259842519685,1.0,1.0,0.11884803267185526,0.19344799025578563,0.0547055217438017,3,1.0,0.0,0.0,1.0,0,1,0
2780,0.9921259842519685,1.0,1.0,0.03514183250575903,0.014173934226552982,0.031679120487113965,3,1.0,0.0,0.0,1.0,0,1,0
2783,0.9921259842519685,1.0,1.0,0.03231833055835438,0.04650913520097442,0.017072302380305337,7,1.0,0.0,0.0,1.0,0,0,0
2789,0.9921259842519685,1.0,1.0,0.043640512993207224,0.03595420219244823,0.03272753063246588,3,1.0,0.0,0.0,1.0,0,1,0
2792,0.9921259842519685,1.0,1.0,0.03443277060069685,0.013723751522533493,0.03109908915418651,3,1.0,0.0,0.0,1.0,0,1,0
2795,0.9921259842519685,1.0,1.0,0.03851406921034519,0.017603897685749083,0.033973263785750746,3,1.0,0.0,0.0,1.0,0,1,0
2796,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,1.0,0.0,0.0,0,1,0
2798,0.9921259842519685,1.0,1.0,0.16993268943088558,0.2252219244823386,0.09673181134796895,4,1.0,0.0,0.0,1.0,0,0,0
2808,0.9921259842519685,1.0,1.0,0.03531825945091641,0.013883556638246041,0.03196843393646761,2,1.0,0.0,0.0,1.0,1,0,0
2820,0.9921259842519685,1.0,1.0,0.0362580851169449,0.018712789281364186,0.03121214610890966,3,1.0,0.0,0.0,1.0,0,1,0
2823,0.9921259842519685,1.0,1.0,0.06381355898093649,0.09474494518879414,0.03266082000700812,3,1.0,0.0,0.0,1.0,0,1,0
2825,0.9921259842519685,1.0,1.0,0.025534278480876794,0.027599512789281362,0.016784393365171856,2,1.0,0.0,0.0,1.0,1,0,0
2828,0.9921259842519685,1.0,1.0,0.3393468312244835,0.3853583434835566,0.21637275369524198,4,1.0,0.0,0.0,1.0,0,0,0
2834,0.9921259842519685,1.0,1.0,0.08719113545161944,0.1206177831912302,0.0478097497227998,3,1.0,0.0,0.0,1.0,0,1,0
2835,0.9921259842519685,1.0,1.0,0.3393468312244835,0.3853583434835566,0.21637275369524198,3,1.0,0.0,0.0,1.0,0,1,0
2844,0.9921259842519685,1.0,1.0,0.09677386895570006,0.12725943970767356,0.055447765229158015,3,1.0,0.0,0.0,1.0,0,1,0
2847,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,1.0,0.0,0.0,0,0,0
2926,0.9921259842519685,1.0,1.0,0.10642033082400104,0.14506601705237515,0.059129489537316164,3,1.0,0.0,0.0,1.0,0,1,0
2929,0.9921259842519685,1.0,1.0,0.0645789701764672,0.11832204628501826,0.024966627131843368,3,1.0,0.0,0.0,1.0,0,1,0
2959,0.9921259842519685,1.0,1.0,0.06705297235798972,0.0906777101096224,0.03751735354033289,3,1.0,0.0,0.0,1.0,0,1,0
2970,0.9921259842519685,1.0,1.0,0.14445543106536382,0.21388550548112056,0.07414710465352256,3,1.0,0.0,0.0,1.0,0,1,0
2979,0.9921259842519685,1.0,1.0,0.09278849830482551,0.16964482338611447,0.03600337345099683,3,1.0,0.0,0.0,1.0,0,1,0
3074,0.9921259842519685,1.0,1.0,0.11329427343627364,0.1980492082825822,0.04723393169253283,3,1.0,0.0,0.0,1.0,0,1,0
3079,0.9921259842519685,1.0,1.0,0.10675238914283337,0.14755274056029233,0.05858105797434238,3,1.0,0.0,0.0,1.0,0,1,0
3107,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,1.0,0.0,0.0,0,0,0
3179,0.9921259842519685,1.0,1.0,0.08374913295883415,0.1462216808769793,0.03498094533871793,3,1.0,0.0,0.0,1.0,0,1,0
3181,0.9921259842519685,1.0,1.0,0.20660601515259253,0.2623766138855055,0.1217335493353164,7,1.0,0.0,0.0,1.0,0,0,0
3201,0.9921259842519685,1.0,1.0,0.10430723243143163,0.1616448233861145,0.050943744685094244,3,1.0,0.0,0.0,1.0,0,1,0
3224,0.9921259842519685,1.0,1.0,0.08788409755940488,0.15571059683313032,0.03589031649627368,3,1.0,0.0,0.0,1.0,0,1,0
3226,0.9921259842519685,1.0,1.0,0.11247117130050137,0.15439707673568817,0.062101272347181755,3,1.0,0.0,0.0,1.0,0,1,0
